start_time,temperature,error_temperature,environment_humidity,error_environment_humidity,ground_humidity,error_ground_humidity,luminosity,error_luminosity,end_time
2016-11-10 00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 00:30:00
2016-11-10 00:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 01:00:00
2016-11-10 01:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 01:30:00
2016-11-10 01:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 02:00:00
2016-11-10 02:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 02:30:00
2016-11-10 02:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 03:00:00
2016-11-10 03:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 03:30:00
2016-11-10 03:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 04:00:00
2016-11-10 04:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 04:30:00
2016-11-10 04:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 05:00:00
2016-11-10 05:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 05:30:00
2016-11-10 05:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 06:00:00
2016-11-10 06:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 06:30:00
2016-11-10 06:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 07:00:00
2016-11-10 07:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 07:30:00
2016-11-10 07:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 08:00:00
2016-11-10 08:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 08:30:00
2016-11-10 08:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 09:00:00
2016-11-10 09:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 09:30:00
2016-11-10 09:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 10:00:00
2016-11-10 10:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 10:30:00
2016-11-10 10:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 11:00:00
2016-11-10 11:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 11:30:00
2016-11-10 11:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 12:00:00
2016-11-10 12:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 12:30:00
2016-11-10 12:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 13:00:00
2016-11-10 13:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 13:30:00
2016-11-10 13:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 14:00:00
2016-11-10 14:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 14:30:00
2016-11-10 14:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 15:00:00
2016-11-10 15:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 15:30:00
2016-11-10 15:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 16:00:00
2016-11-10 16:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 16:30:00
2016-11-10 16:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 17:00:00
2016-11-10 17:00:00,69.7979828851,2.39923578384,0.446265281174,0.10985396573,53.0301548492,10.3720238264,49.5305623472,N/A,2016-11-10 17:30:00
2016-11-10 17:30:00,65.5395,1.46724657096,0.471484,0.113838534917,52.5226666667,9.21249267752,49.48,N/A,2016-11-10 18:00:00
2016-11-10 18:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10 18:30:00
2016-11-10 18:30:00,44.8730053191,0.228493281687,0.739178191489,0.216077539747,51.7553191489,10.4780051595,47.6808510638,N/A,2016-11-10 19:00:00
2016-11-10 19:00:00,44.4661915205,0.43599749264,0.750225877193,0.211686474381,50.7168615984,9.18140496689,48.1125730994,N/A,2016-11-10 19:30:00
2016-11-10 19:30:00,47.4300724638,1.20464350911,0.704374637681,0.186474306123,49.2714975845,8.60428159091,49.0289855072,N/A,2016-11-10 20:00:00
2016-11-10 20:00:00,52.7775974026,0.150757614604,0.606216450216,0.168566910071,48.3953823954,8.34446811431,49.4069264069,N/A,2016-11-10 20:30:00
2016-11-10 20:30:00,50.7799113737,0.738963142821,0.638688330871,0.168907651738,47.9123584441,8.10076746495,48.0649926145,N/A,2016-11-10 21:00:00
2016-11-10 21:00:00,45.9440161527,0.76187900249,0.775961820852,0.22546426794,47.8423886442,8.07627023491,46.0455212922,N/A,2016-11-10 21:30:00
2016-11-10 21:30:00,43.043219076,0.655996976585,0.828611028316,0.222105296021,47.7953303527,8.03959718017,44.5737704918,N/A,2016-11-10 22:00:00
2016-11-10 22:00:00,40.8882462687,0.545896988909,0.845209701493,0.215615854482,47.6651741294,8.0008415036,43.523880597,N/A,2016-11-10 22:30:00
2016-11-10 22:30:00,39.5758733624,0.699129957964,0.8681069869,0.185110674347,47.5958272683,7.99083423416,30.3114992722,N/A,2016-11-10 23:00:00
2016-11-10 23:00:00,38.380124451,0.88595406735,0.886290629575,0.159395120261,47.6310395315,7.96249440018,4.94875549048,N/A,2016-11-10 23:30:00
2016-11-10 23:30:00,36.8966894977,0.492122641853,0.913187975647,0.121356528655,47.5722983257,7.97545458539,0.0,N/A,2016-11-11 00:00:00
2016-11-11 00:00:00,35.7755335366,0.372955710809,0.941125762195,0.0818465320157,47.574695122,7.93971645315,0.0,N/A,2016-11-11 00:30:00
2016-11-11 00:30:00,35.3513565891,0.492508095268,0.946159689922,0.0747274831516,47.5374677003,7.95513474556,0.0,N/A,2016-11-11 01:00:00
2016-11-11 01:00:00,35.0169072948,0.450538781174,0.952297112462,0.0660478569582,47.5643363728,7.93023176216,0.0,N/A,2016-11-11 01:30:00
2016-11-11 01:30:00,35.0943113772,0.642006381422,0.951797904192,0.0667538440647,47.5628742515,7.9449145743,0.0,N/A,2016-11-11 02:00:00
2016-11-11 02:00:00,35.1582154088,0.648459166866,0.948576257862,0.0713099399977,47.5241090147,7.93727454206,0.0,N/A,2016-11-11 02:30:00
2016-11-11 02:30:00,34.9679752066,0.642532153648,0.946955371901,0.0736022189065,47.485399449,7.95000502953,0.0,N/A,2016-11-11 03:00:00
2016-11-11 03:00:00,34.623970346,0.660509958703,0.950803130148,0.0681606670083,47.498627128,7.94301720952,0.0,N/A,2016-11-11 03:30:00
2016-11-11 03:30:00,34.0366719243,0.497986084858,0.952924290221,0.0651608936657,47.4868559411,7.93462631583,0.0,N/A,2016-11-11 04:00:00
2016-11-11 04:00:00,34.0814696486,0.789564920207,0.950462460064,0.0686424472619,47.5031948882,7.94731179856,0.0,N/A,2016-11-11 04:30:00
2016-11-11 04:30:00,33.8015075377,0.638409639966,0.950439698492,0.0686746369849,47.4762702401,7.9656486236,0.0,N/A,2016-11-11 05:00:00
2016-11-11 05:00:00,33.7698120915,0.619584985966,0.952474673203,0.0657967481507,47.4379084967,7.94718111964,0.0,N/A,2016-11-11 05:30:00
2016-11-11 05:30:00,33.715625,0.691638820348,0.95022265625,0.0689815810678,47.4578125,7.95981300326,0.0,N/A,2016-11-11 06:00:00
2016-11-11 06:00:00,33.4600393701,0.670081111148,0.951149606299,0.0676706757366,47.4729658793,7.95645510495,0.0,N/A,2016-11-11 06:30:00
2016-11-11 06:30:00,33.1002454992,0.524254291125,0.955826513912,0.0610565295611,47.5428259684,7.95478575118,0.0,N/A,2016-11-11 07:00:00
2016-11-11 07:00:00,32.8162698413,0.548849549207,0.960127777778,0.0549736238663,47.5740740741,7.94819097763,0.0,N/A,2016-11-11 07:30:00
2016-11-11 07:30:00,32.9596972177,0.780305641923,0.959071194763,0.056467857896,47.5499181669,7.94904076245,0.0,N/A,2016-11-11 08:00:00
2016-11-11 08:00:00,32.8972,0.637527473918,0.9589472,0.056643212971,47.5925333333,7.95178065425,0.0,N/A,2016-11-11 08:30:00
2016-11-11 08:30:00,32.5217126623,0.482979185364,0.961041396104,0.0536815724386,47.5514069264,7.95492600026,0.0,N/A,2016-11-11 09:00:00
2016-11-11 09:00:00,32.5475157729,0.589720363647,0.960924290221,0.0538471851667,47.6051524711,7.95552768056,0.0,N/A,2016-11-11 09:30:00
2016-11-11 09:30:00,32.5847392638,0.51623133105,0.962822852761,0.0511622122737,47.61400818,7.97062992793,0.0,N/A,2016-11-11 10:00:00
2016-11-11 10:00:00,32.4566563467,0.536897641133,0.962488390093,0.0516352139147,47.5990712074,7.96801555713,0.0,N/A,2016-11-11 10:30:00
2016-11-11 10:30:00,31.93520558,0.577574371564,0.961290748899,0.0533289343344,47.588350465,7.97317646595,11.1806167401,N/A,2016-11-11 11:00:00
2016-11-11 11:00:00,31.608785822,0.445541263711,0.959779788839,0.0554657545436,47.5917546506,7.9930631171,40.4841628959,N/A,2016-11-11 11:30:00
2016-11-11 11:30:00,32.3864678899,0.114066919595,0.955404434251,0.0616534403419,47.6141692151,7.98750785958,46.7889908257,N/A,2016-11-11 12:00:00
2016-11-11 12:00:00,34.3009469697,0.136332330161,0.945228030303,0.076045048821,47.5257575758,7.98439953312,47.3,N/A,2016-11-11 12:30:00
2016-11-11 12:30:00,36.8563153961,0.111773605546,0.929858744395,0.0977805013966,47.3383158944,7.9844675301,48.0,N/A,2016-11-11 13:00:00
2016-11-11 13:00:00,38.7309104258,0.482307048254,0.909932452276,0.125960533959,47.2491434165,7.96485738166,48.0029368576,N/A,2016-11-11 13:30:00
2016-11-11 13:30:00,41.7401560178,0.872851349882,0.88941307578,0.154979314491,47.2164437841,7.95393833308,48.6389301634,N/A,2016-11-11 14:00:00
2016-11-11 14:00:00,44.459962406,1.36184512783,0.858678947368,0.184131669139,47.1804511278,7.93615700759,49.0,N/A,2016-11-11 14:30:00
2016-11-11 14:30:00,48.2041605302,2.14397067123,0.811527982327,0.184646512595,47.0898379971,7.88596068156,49.0103092784,N/A,2016-11-11 15:00:00
2016-11-11 15:00:00,55.2765647744,4.23183337824,0.700524745269,0.145710313962,46.8447355653,7.71786336755,49.6885007278,N/A,2016-11-11 15:30:00
2016-11-11 15:30:00,65.2227540501,4.51236183046,0.549808541973,0.104662217559,46.2430044183,7.76330541766,49.6848306333,N/A,2016-11-11 16:00:00
2016-11-11 16:00:00,58.2602189781,1.05549880841,0.620630656934,0.153905661948,45.8875912409,7.63036953846,49.0,N/A,2016-11-11 16:30:00
2016-11-11 16:30:00,50.1447368421,1.37803119784,0.736185672515,0.18247490082,45.9322612086,7.62357334989,48.2675438596,N/A,2016-11-11 17:00:00
2016-11-11 17:00:00,41.8034124629,0.673010385951,0.85290727003,0.19628507897,46.1211671612,7.78119292739,47.9821958457,N/A,2016-11-11 17:30:00
2016-11-11 17:30:00,38.9857407407,0.438668095736,0.903957777778,0.134409999665,46.2414814815,7.86307695177,47.2074074074,N/A,2016-11-11 18:00:00
2016-11-11 18:00:00,39.8909224012,1.03633072909,0.886509516837,0.159085566926,46.2962420693,7.87280667498,48.6456808199,N/A,2016-11-11 18:30:00
2016-11-11 18:30:00,40.6557346327,0.428557595644,0.87128185907,0.180521074834,46.4457771114,7.84152984355,48.1409295352,N/A,2016-11-11 19:00:00
2016-11-11 19:00:00,39.938248503,0.333441071967,0.890248502994,0.153797841994,46.5898203593,7.81691360323,47.7814371257,N/A,2016-11-11 19:30:00
2016-11-11 19:30:00,37.9755597015,0.426110989409,0.906479850746,0.130843249867,46.6343283582,7.79801555258,47.6417910448,N/A,2016-11-11 20:00:00
2016-11-11 20:00:00,37.1833578792,0.524862765417,0.912877025037,0.121796279225,46.6553755523,7.80243843638,48.0,N/A,2016-11-11 20:30:00
2016-11-11 20:30:00,38.9190298507,0.748794419779,0.898557462687,0.142047198508,46.7064676617,7.81078449941,48.0462686567,N/A,2016-11-11 21:00:00
2016-11-11 21:00:00,38.6481060606,0.0948165911137,0.896476515152,0.144990102734,46.7272727273,7.80183824375,46.8303030303,N/A,2016-11-11 21:30:00
2016-11-11 21:30:00,39.2889683735,0.924616660791,0.885134036145,0.161030790377,46.7585341365,7.8274928837,47.3388554217,N/A,2016-11-11 22:00:00
2016-11-11 22:00:00,39.0499260355,0.486920424027,0.890791420118,0.153030041234,46.7564102564,7.7970192051,46.7085798817,N/A,2016-11-11 22:30:00
2016-11-11 22:30:00,37.5433673469,0.755037488658,0.905783527697,0.131827999368,46.7750242954,7.80702089727,35.0451895044,N/A,2016-11-11 23:00:00
2016-11-11 23:00:00,36.0958395245,0.750709948229,0.927190936107,0.101553352059,46.9128281327,7.82825545703,6.38781575037,N/A,2016-11-11 23:30:00
2016-11-11 23:30:00,35.3685114504,0.994537591096,0.927632061069,0.100929507155,47.1491094148,7.92919210798,0.0,N/A,2016-11-12 00:00:00
2016-11-12 00:00:00,34.7756609642,0.702158133418,0.940086314152,0.0833165335351,47.256091239,7.98665293056,0.0,N/A,2016-11-12 00:30:00
2016-11-12 00:30:00,33.6693163752,0.553094652375,0.951158982512,0.0676574157694,47.3359830419,8.02410998081,0.0,N/A,2016-11-12 01:00:00
2016-11-12 01:00:00,33.1738958991,0.525868844368,0.952569400631,0.0656627833369,47.3806519453,8.02798402675,0.0646687697161,N/A,2016-11-12 01:30:00
2016-11-12 01:30:00,32.5395281457,0.423503109428,0.957015728477,0.0593747261944,47.3857615894,8.02868651372,0.0,N/A,2016-11-12 02:00:00
2016-11-12 02:00:00,32.5686915888,0.44673288232,0.962085046729,0.0522056275703,47.4249221184,8.04532216763,0.0,N/A,2016-11-12 02:30:00
2016-11-12 02:30:00,32.7938034188,0.547856664227,0.961581196581,0.0529181792827,47.4398860399,8.03100761442,0.0,N/A,2016-11-12 03:00:00
2016-11-12 03:00:00,32.368902439,0.517682647527,0.962496747967,0.0516233940951,47.4482384824,8.03961280198,0.0,N/A,2016-11-12 03:30:00
2016-11-12 03:30:00,31.9150079618,0.496269607974,0.964960987261,0.0481384334651,47.4559447983,8.04976930016,0.0,N/A,2016-11-12 04:00:00
2016-11-12 04:00:00,31.8470447284,0.506044469603,0.965857028754,0.0468712394334,47.4733759318,8.05727652763,0.0,N/A,2016-11-12 04:30:00
2016-11-12 04:30:00,31.9070813772,0.476660791856,0.965816901408,0.0469279880697,47.4773082942,8.05930883961,0.0,N/A,2016-11-12 05:00:00
2016-11-12 05:00:00,31.7517307692,0.537673117848,0.965657692308,0.0471531437393,47.5158974359,8.06359652727,0.0,N/A,2016-11-12 05:30:00
2016-11-12 05:30:00,31.1297694754,0.425781706478,0.966399046105,0.0461047111447,47.5272919979,8.07503296798,0.0,N/A,2016-11-12 06:00:00
2016-11-12 06:00:00,30.8764112903,0.488416901682,0.967439516129,0.0446332643254,47.4962365591,8.07356948817,0.0,N/A,2016-11-12 06:30:00
2016-11-12 06:30:00,30.6632179054,0.506739952565,0.969092060811,0.042296213224,47.5236486486,8.08413527405,0.0,N/A,2016-11-12 07:00:00
2016-11-12 07:00:00,30.4986,0.520147748241,0.9697336,0.0413889398018,47.5605333333,8.09516902191,0.0,N/A,2016-11-12 07:30:00
2016-11-12 07:30:00,30.3467060811,0.477774852153,0.969227195946,0.0421051032831,47.5900900901,8.11057330439,0.0,N/A,2016-11-12 08:00:00
2016-11-12 08:00:00,29.968907563,0.477742732835,0.969868907563,0.0411975860111,47.61232493,8.10987716137,0.0,N/A,2016-11-12 08:30:00
2016-11-12 08:30:00,29.9674543947,0.555542019216,0.969834991708,0.0412455502731,47.6810392482,8.13214146636,0.0,N/A,2016-11-12 09:00:00
2016-11-12 09:00:00,29.2637945671,0.559142586312,0.969812393888,0.0412775084169,47.6802490096,8.16923774174,0.0,N/A,2016-11-12 09:30:00
2016-11-12 09:30:00,29.695642978,0.530928314977,0.973543993232,0.0360002300154,47.6892272984,8.18362808731,0.0,N/A,2016-11-12 10:00:00
2016-11-12 10:00:00,29.7796052632,0.437871222231,0.972907072368,0.0369009721386,47.6984649123,8.21713955587,0.0,N/A,2016-11-12 10:30:00
2016-11-12 10:30:00,29.7132352941,0.50953282762,0.972258823529,0.0378177344385,47.7681372549,8.27783475909,12.875,N/A,2016-11-12 11:00:00
2016-11-12 11:00:00,29.6130573248,0.583813480964,0.972265923567,0.0378076934692,47.9145435244,8.37054404324,39.6305732484,N/A,2016-11-12 11:30:00
2016-11-12 11:30:00,30.991733871,0.110342872709,0.967324193548,0.044796355083,47.8720430108,8.36952102815,45.9774193548,N/A,2016-11-12 12:00:00
2016-11-12 12:00:00,34.6468558282,0.574795389615,0.950680981595,0.0683334111488,47.6983640082,8.27560864237,47.8251533742,N/A,2016-11-12 12:30:00
2016-11-12 12:30:00,36.2935692542,0.0648450282595,0.922808219178,0.10775144978,47.5246067986,8.14716768399,48.0,N/A,2016-11-12 13:00:00
2016-11-12 13:00:00,38.203125,0.0785378390249,0.910319277108,0.125413481034,47.500502008,8.09151223511,48.0421686747,N/A,2016-11-12 13:30:00
2016-11-12 13:30:00,41.7287844037,0.884694378755,0.88504204893,0.161160879944,47.4678899083,8.06147574369,48.9694189602,N/A,2016-11-12 14:00:00
2016-11-12 14:00:00,42.0556220096,0.462664365202,0.870045454545,0.178600286469,47.2604997342,8.23685339002,48.004784689,N/A,2016-11-12 14:30:00
2016-11-12 14:30:00,46.5753504673,1.64193058264,0.820776479751,0.189195120465,47.0166147456,8.21294445539,48.9408099688,N/A,2016-11-12 15:00:00
2016-11-12 15:00:00,55.8203592814,5.00320389413,0.660137724551,0.124613809124,46.7794411178,8.30580290262,49.9895209581,N/A,2016-11-12 15:30:00
2016-11-12 15:30:00,60.8426128093,4.83935852757,0.592296943231,0.101703981459,46.3765162542,8.08395554633,49.8195050946,N/A,2016-11-12 16:00:00
2016-11-12 16:00:00,63.2712298682,2.27195582916,0.583485358712,0.135504642834,45.9009272816,8.22927710303,49.8125915081,N/A,2016-11-12 16:30:00
2016-11-12 16:30:00,63.6538600289,2.80266313308,0.538637085137,0.116762410233,45.5882635883,8.08734034746,49.7936507937,N/A,2016-11-12 17:00:00
2016-11-12 17:00:00,67.8733648256,2.00646688019,0.524128633721,0.11793575005,45.5082364341,8.03576611626,49.7674418605,N/A,2016-11-12 17:30:00
2016-11-12 17:30:00,69.2127351664,1.18959715359,0.498535455861,0.120631802885,45.3849493488,8.01975910831,49.4486251809,N/A,2016-11-12 18:00:00
2016-11-12 18:00:00,63.1268221574,0.631345340345,0.563048833819,0.160673008354,45.5058309038,8.0275157333,49.1807580175,N/A,2016-11-12 18:30:00
2016-11-12 18:30:00,60.7858442504,0.70942263309,0.5939643377,0.170602119488,45.5468219311,8.0334334417,49.1965065502,N/A,2016-11-12 19:00:00
2016-11-12 19:00:00,52.1083815029,0.666744472145,0.684247109827,0.200673225911,45.5751445087,8.07411842675,47.1358381503,N/A,2016-11-12 19:30:00
2016-11-12 19:30:00,49.3400439239,0.657930248088,0.728038799414,0.220634915753,45.6837481698,8.1591780913,47.8799414348,N/A,2016-11-12 20:00:00
2016-11-12 20:00:00,43.6335268505,0.227834115273,0.806096516691,0.20447290822,46.0135462022,8.34400446408,39.5312046444,N/A,2016-11-12 20:30:00
2016-11-12 20:30:00,35.0077399381,0.0377634426485,0.927553405573,0.101040742824,44.5779153767,7.69365579281,46.673374613,N/A,2016-11-12 21:00:00
